price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,avg_change,changeCategory
63.610001,64.389999,63.240002,64.190002,10397600,63.321861,1/10/2019,SBUX,0.004852875,0.004852865,-0.131605373,Even
62.290001,63.84,61.669998,63.73,13805700,62.86808,1/11/2019,SBUX,-0.007166261,-0.007166256,0.172288149,Even
63.349998,64.059998,62.98,63.369999,9929600,62.512947,1/14/2019,SBUX,-0.00564886,-0.005648847,0.415365302,Even
63.580002,64.629997,63.450001,64.080002,7930400,63.213348,1/15/2019,SBUX,0.011204095,0.011204087,0.406554276,Even
64.199997,64.82,63.75,63.77,8091300,62.907536,1/16/2019,SBUX,-0.004837776,-0.004837734,0.81954661,More
63.68,64.389999,63.599998,64.279999,6767100,63.410637,1/17/2019,SBUX,0.007997468,0.007997475,0.141305643,Even
64.809998,64.809998,63.860001,64.699997,9835200,63.824959,1/18/2019,SBUX,0.006533951,0.006533883,0.727880825,More
64.900002,66.209999,64.75,65.389999,16414300,64.50563,1/22/2019,SBUX,0.010664652,0.010664637,0.456814734,Even
65.879997,66.699997,65.809998,66.43,12372400,65.531563,1/23/2019,SBUX,0.01590455,0.015904588,0.183625232,Even
66.610001,66.760002,62.93,64.739998,29719800,63.864422,1/24/2019,SBUX,-0.025440275,-0.025440343,1.021202297,More
67.029999,67.690002,66.099998,67.089996,21885800,66.182632,1/25/2019,SBUX,0.036298927,0.036299013,0.311278864,Even
66.190002,66.959999,65.910004,66.900002,11537700,65.995209,1/28/2019,SBUX,-0.002831906,-0.002831927,0.35762803,Even
67,67.5,66.199997,67.040001,10703400,66.133316,1/29/2019,SBUX,0.002092682,0.002092661,0.15928122,Even
67.110001,68.209999,67.050003,68.150002,11702500,67.228302,1/30/2019,SBUX,0.016557252,0.016557294,0.348643834,Even
68.18,69.489998,67.080002,68.139999,24233300,67.218437,1/31/2019,SBUX,-0.000146739,-0.000146779,0.312319707,Even
68.589996,69.32,68,68.110001,10309200,67.188843,2/1/2019,SBUX,-0.000440266,-0.000440241,0.404615923,Even
68.029999,68.110001,67.080002,67.580002,13562400,66.666008,2/4/2019,SBUX,-0.007781575,-0.007781515,0.732917527,More
67.760002,69.410004,67.639999,69.339996,12781600,68.402199,2/5/2019,SBUX,0.026043122,0.026043118,0.291310054,Even
69.230003,69.389999,68.5,68.849998,10283400,68.273293,2/6/2019,SBUX,-0.00188453,-0.0070666,0.259008196,Even
68.599998,69.209999,68.480003,69.139999,10109200,68.56086,2/7/2019,SBUX,0.004211998,0.00421207,0.392393755,Even
68.769997,69.82,68.599998,69.75,8862000,69.165756,2/8/2019,SBUX,0.00882276,0.008822693,0.310683547,Even
70,70.470001,69.849998,69.989998,9229700,69.40374,2/11/2019,SBUX,0.003440778,0.003440832,0.20466315,Even
70.239998,70.459999,69.709999,69.75,8848900,69.165756,2/12/2019,SBUX,-0.003428979,-0.003429033,0.12783651,Even
69.809998,70.599998,69.800003,70.510002,10264000,69.919388,2/13/2019,SBUX,0.010896028,0.010896086,-0.034028403,Even
70.129997,71.540001,69.970001,70.839996,9441100,70.246628,2/14/2019,SBUX,0.004680247,0.004680102,-0.039679378,Even
71.150002,71.370003,70.190002,70.709999,13924600,70.117714,2/15/2019,SBUX,-0.001835163,-0.001835079,0.166997459,Even
70.459999,70.599998,69.779999,70.199997,9208400,69.611984,2/19/2019,SBUX,-0.007212585,-0.007212587,0.240357666,Even
70.230003,70.599998,70.050003,70.389999,9671800,69.800392,2/20/2019,SBUX,0.002706545,0.002706581,0.211518764,Even
70.139999,70.93,70.139999,70.699997,10933500,70.107796,2/21/2019,SBUX,0.004404044,0.004404006,-0.155216713,Even
70.760002,71.389999,70.75,71.300003,11311600,70.702774,2/22/2019,SBUX,0.008486617,0.008486648,-0.293868124,Even
71.900002,72.07,70.980003,71.050003,12071200,70.454865,2/25/2019,SBUX,-0.003506355,-0.003506311,-0.056585733,Even
71,71.449997,70.919998,71.139999,12302300,70.544113,2/26/2019,SBUX,0.00126674,0.001266657,-0.053772901,Even
70.830002,71.129997,69.919998,70.150002,13274800,69.562408,2/27/2019,SBUX,-0.013916186,-0.01391618,0.404194881,Even
70.139999,70.489998,69.779999,70.260002,18956700,69.671486,2/28/2019,SBUX,0.00156806,0.001568068,0.284577214,Even
